ID,Spp,ScientificName,Region,month,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S105,PGL,Prionace glauca,ATL_N,12,0.000335008,0.000276511,91.66666667,NA
S105,PGL,Prionace glauca,ATL_N,2,0,0,0,NA
S105,PGL,Prionace glauca,ATL_N,3,0.001878604,0.002656748,50,NA
S105,PGL,Prionace glauca,ATL_N,4,0.000123129,0.000221929,50,NA
S105,PGL,Prionace glauca,ATL_N,8,7.34E-05,9.84E-05,100,NA
S105,PGL,Prionace glauca,ATL_N,9,0.00031668,2.53E-05,100,NA
S106,PGL,Prionace glauca,ATL_N,10,0.000460057,0.000761323,100,NA
S106,PGL,Prionace glauca,ATL_N,11,0.001486694,0.001717405,100,NA
S106,PGL,Prionace glauca,ATL_N,12,0.000283152,0.000236815,100,NA
S106,PGL,Prionace glauca,ATL_N,8,5.86E-06,NA,100,NA
S106,PGL,Prionace glauca,ATL_N,9,0.000506586,0.000868886,66.66666667,NA
S107,PGL,Prionace glauca,ATL_N,1,0.001079212,0.000665745,100,NA
S107,PGL,Prionace glauca,ATL_N,10,0.000316725,0.000286107,93.33333333,NA
S107,PGL,Prionace glauca,ATL_N,11,0.001072128,0.001003025,100,NA
S107,PGL,Prionace glauca,ATL_N,12,0.000837445,0.000877929,100,NA
S107,PGL,Prionace glauca,ATL_N,2,0.000573397,0.000444748,100,NA
S107,PGL,Prionace glauca,ATL_N,3,0.000900137,0.000720979,100,NA
S107,PGL,Prionace glauca,ATL_N,4,0.003229109,0.002682049,100,NA
S107,PGL,Prionace glauca,ATL_N,5,0.000388044,0.000430958,80,NA
S107,PGL,Prionace glauca,ATL_N,6,0.000231844,0.000289158,80,NA
S107,PGL,Prionace glauca,ATL_N,7,0.000511514,0.000340328,100,NA
S107,PGL,Prionace glauca,ATL_N,8,0.000539989,0.000563136,91.66666667,NA
S107,PGL,Prionace glauca,ATL_N,9,0.00015545,0.000257259,85,NA
S108,PGL,Prionace glauca,ATL_N,5,5.99E-05,2.24E-05,100,NA
S108,PGL,Prionace glauca,ATL_N,6,5.29E-05,0.000109232,30,NA
S109,PGL,Prionace glauca,ATL_N,1,0.000418554,0.000499278,63.63636364,NA
S109,PGL,Prionace glauca,ATL_N,10,0.000683939,0.001216352,100,NA
S109,PGL,Prionace glauca,ATL_N,11,0.00144577,0.001051242,92.30769231,NA
S109,PGL,Prionace glauca,ATL_N,12,0.000337002,0.000303524,78.26086957,NA
S109,PGL,Prionace glauca,ATL_N,2,0.000688209,0.000875849,92.85714286,NA
S109,PGL,Prionace glauca,ATL_N,3,1.04E-05,2.21E-05,20,NA
S109,PGL,Prionace glauca,ATL_N,4,0.00089211,0.001032213,81.25,NA
S109,PGL,Prionace glauca,ATL_N,5,0.002100267,0.00370001,100,NA
S109,PGL,Prionace glauca,ATL_N,6,0.000916785,0.001096714,87.5,NA
S109,PGL,Prionace glauca,ATL_N,7,0.0008547,0.00122385,100,NA
S109,PGL,Prionace glauca,ATL_N,8,0.000982549,0.002065027,83.33333333,NA
S109,PGL,Prionace glauca,ATL_N,9,0.002487803,0.004804612,75,NA
S110,PGL,Prionace glauca,ATL_N,1,0.000396522,0.000673798,37.5,NA
S110,PGL,Prionace glauca,ATL_N,10,0.000407327,0.000785139,100,NA
S110,PGL,Prionace glauca,ATL_N,11,0.000519558,0.000676028,100,NA
S110,PGL,Prionace glauca,ATL_N,12,0.000356741,0.000329505,91.66666667,NA
S110,PGL,Prionace glauca,ATL_N,2,0.000498647,0.000622385,53.84615385,NA
S110,PGL,Prionace glauca,ATL_N,3,0.001335241,0.001706934,80,NA
S110,PGL,Prionace glauca,ATL_N,8,8.86E-05,0.000120501,100,NA
S110,PGL,Prionace glauca,ATL_N,9,0.000823967,0.001165265,50,NA
S111,PGL,Prionace glauca,ATL_N,1,0.000604852,0.000264318,100,NA
S111,PGL,Prionace glauca,ATL_N,10,0.000592936,0.000496146,100,NA
S111,PGL,Prionace glauca,ATL_N,11,0.000593373,0.000747052,100,NA
S111,PGL,Prionace glauca,ATL_N,12,0.000138934,0.000172781,62.5,NA
S111,PGL,Prionace glauca,ATL_N,2,0.000486107,0.000535791,63.63636364,NA
S111,PGL,Prionace glauca,ATL_N,3,0,0,0,NA
S111,PGL,Prionace glauca,ATL_N,4,0,0,0,NA
S111,PGL,Prionace glauca,ATL_N,5,0.001300594,0.001731688,100,NA
S111,PGL,Prionace glauca,ATL_N,6,0.00162744,0.001463055,90,NA
S111,PGL,Prionace glauca,ATL_N,7,0.001200476,0.000807675,100,NA
S111,PGL,Prionace glauca,ATL_N,8,0.000385691,0.000421785,81.81818182,NA
S111,PGL,Prionace glauca,ATL_N,9,0.000501191,0.000385502,100,NA
S112,PGL,Prionace glauca,ATL_N,1,5.45E-05,0.000141745,20,NA
S112,PGL,Prionace glauca,ATL_N,10,0.000195099,0.000336704,37.5,NA
S112,PGL,Prionace glauca,ATL_N,11,0.000450108,0.000452982,88.88888889,NA
S112,PGL,Prionace glauca,ATL_N,12,0.000423265,0.000375459,92.85714286,NA
S112,PGL,Prionace glauca,ATL_N,2,0.000355278,0.000226576,77.77777778,NA
S112,PGL,Prionace glauca,ATL_N,3,0,0,0,NA
S112,PGL,Prionace glauca,ATL_N,4,7.87E-05,0.000138119,28.57142857,NA
S112,PGL,Prionace glauca,ATL_N,5,0.000873037,0.001273381,75,NA
S112,PGL,Prionace glauca,ATL_N,6,0.000454152,0.000961956,45.45454545,NA
S112,PGL,Prionace glauca,ATL_N,7,0.000873888,0.001182345,87.5,NA
S112,PGL,Prionace glauca,ATL_N,8,0.000835108,0.000856487,93.33333333,NA
S112,PGL,Prionace glauca,ATL_N,9,0.000171554,0.000268599,92.85714286,NA
S113,PGL,Prionace glauca,ATL_N,1,0.00017154,0.000385472,75,NA
S113,PGL,Prionace glauca,ATL_N,10,0.000122555,0.000127364,72.72727273,NA
S113,PGL,Prionace glauca,ATL_N,11,0.000229963,0.000215207,80,NA
S113,PGL,Prionace glauca,ATL_N,12,0.000296625,0.000270558,100,NA
S113,PGL,Prionace glauca,ATL_N,2,0.001013784,0.0009932,100,NA
S113,PGL,Prionace glauca,ATL_N,3,0.000315715,0.000263633,100,NA
S113,PGL,Prionace glauca,ATL_N,8,5.86E-06,NA,100,NA
S113,PGL,Prionace glauca,ATL_N,9,0.000109192,1.93E-05,100,NA
S114,PGL,Prionace glauca,ATL_N,10,0.000177868,0.000293031,71.42857143,NA
S114,PGL,Prionace glauca,ATL_N,11,0.000680772,0.00049871,100,NA
S114,PGL,Prionace glauca,ATL_N,12,0.000561263,0.000783754,100,NA
S114,PGL,Prionace glauca,ATL_N,8,0.000148992,0.0002007,100,NA
S114,PGL,Prionace glauca,ATL_N,9,4.73E-05,5.59E-05,69.23076923,NA
S115,PGL,Prionace glauca,ATL_N,1,0.000179861,0.000281515,57.14285714,NA
S115,PGL,Prionace glauca,ATL_N,11,0.000495455,0.000226857,100,NA
S115,PGL,Prionace glauca,ATL_N,12,0.000295674,0.000301494,100,NA
S115,PGL,Prionace glauca,ATL_N,2,0.000280834,0.000237197,100,NA
S115,PGL,Prionace glauca,ATL_N,8,9.97E-05,0.000108228,100,NA
S115,PGL,Prionace glauca,ATL_N,9,0.000144975,5.91E-05,100,NA
S116,PGL,Prionace glauca,ATL_N,10,9.33E-05,3.30E-05,100,NA
S116,PGL,Prionace glauca,ATL_N,11,0.000483412,0.000429857,100,NA
S117,PGL,Prionace glauca,ATL_N,11,0.000194269,0.000294521,75,NA
S117,PGL,Prionace glauca,ATL_N,8,8.93E-05,8.67E-05,100,NA
S117,PGL,Prionace glauca,ATL_N,9,1.69E-05,1.56E-05,100,NA
S118,PGL,Prionace glauca,ATL_N,1,0.000221166,0.000146104,100,NA
S118,PGL,Prionace glauca,ATL_N,11,0.000106211,0.000183963,33.33333333,NA
S118,PGL,Prionace glauca,ATL_N,12,0.000828211,0.000964211,87.5,NA
S118,PGL,Prionace glauca,ATL_N,8,9.38E-05,0.000157893,83.33333333,NA
S118,PGL,Prionace glauca,ATL_N,9,0.000119941,7.26E-05,100,NA
S119,PGL,Prionace glauca,ATL_N,1,0.000178041,0.000166531,100,NA
S119,PGL,Prionace glauca,ATL_N,10,0.000396651,NA,100,NA
S119,PGL,Prionace glauca,ATL_N,11,0.000257021,0.000247561,100,NA
S119,PGL,Prionace glauca,ATL_N,12,0.000385738,0.000317511,80,NA
S119,PGL,Prionace glauca,ATL_N,4,0.000937224,0.000594716,100,NA
S119,PGL,Prionace glauca,ATL_N,5,0.001008584,0.001267837,100,NA
S119,PGL,Prionace glauca,ATL_N,8,9.48E-05,0.000130742,100,NA
S119,PGL,Prionace glauca,ATL_N,9,3.58E-05,3.55E-05,100,NA
S120,PGL,Prionace glauca,ATL_N,1,5.38E-05,6.90E-05,100,NA
S120,PGL,Prionace glauca,ATL_N,10,0.000121026,0.00021201,85.71428571,NA
S120,PGL,Prionace glauca,ATL_N,11,0.00070643,NA,100,NA
S120,PGL,Prionace glauca,ATL_N,12,0.000507879,0.000389331,100,NA
S120,PGL,Prionace glauca,ATL_N,2,0.000825928,0.000858181,100,NA
S120,PGL,Prionace glauca,ATL_N,3,0.007738268,NA,100,NA
S120,PGL,Prionace glauca,ATL_N,5,0.001127546,0.001112374,100,NA
S120,PGL,Prionace glauca,ATL_N,8,8.76E-05,7.38E-05,100,NA
S120,PGL,Prionace glauca,ATL_N,9,0.000472373,3.35E-05,100,NA
S121,PGL,Prionace glauca,ATL_N,2,1.09E-06,NA,100,NA
S121,PGL,Prionace glauca,ATL_N,3,0.000155637,0.000189309,50,NA
S122,PGL,Prionace glauca,ATL_N,1,0.000756796,0.001061114,57.89473684,NA
S122,PGL,Prionace glauca,ATL_N,10,0.000783871,0.000808106,69.23076923,NA
S122,PGL,Prionace glauca,ATL_N,11,0.00017999,0.000360001,38.88888889,NA
S122,PGL,Prionace glauca,ATL_N,12,0.000313503,0.000382345,88.23529412,NA
S122,PGL,Prionace glauca,ATL_N,2,0.001852846,0.00227092,77.77777778,NA
S122,PGL,Prionace glauca,ATL_N,3,0.000680859,0.000854773,71.42857143,NA
S122,PGL,Prionace glauca,ATL_N,4,0.000722951,0.001023897,86.66666667,NA
S122,PGL,Prionace glauca,ATL_N,5,5.17E-05,7.84E-05,45.71428571,NA
S122,PGL,Prionace glauca,ATL_N,6,0.001141183,0.003215255,61.29032258,NA
S122,PGL,Prionace glauca,ATL_N,7,0.000315161,0.000684826,46.15384615,NA
S122,PGL,Prionace glauca,ATL_N,8,0.001884855,0.004832959,70,NA
S122,PGL,Prionace glauca,ATL_N,9,0.000884284,0.001316196,42.85714286,NA
S123,PGL,Prionace glauca,ATL_N,1,0.001851962,0.002791589,100,NA
S123,PGL,Prionace glauca,ATL_N,10,1.23E-05,3.02E-05,16.66666667,NA
S123,PGL,Prionace glauca,ATL_N,11,0,0,0,NA
S123,PGL,Prionace glauca,ATL_N,12,0.000506109,0.000434726,84.61538462,NA
S123,PGL,Prionace glauca,ATL_N,2,0.000161015,0.000142721,84.61538462,NA
S123,PGL,Prionace glauca,ATL_N,3,4.98E-05,4.65E-05,60,NA
S123,PGL,Prionace glauca,ATL_N,4,0.000595608,0.000507435,85.71428571,NA
S123,PGL,Prionace glauca,ATL_N,5,0.000203304,0.000304223,75,NA
S123,PGL,Prionace glauca,ATL_N,6,0.000158664,0.000193644,72.72727273,NA
S123,PGL,Prionace glauca,ATL_N,7,0.000158189,0.000389873,36.36363636,NA
S123,PGL,Prionace glauca,ATL_N,8,4.07E-05,0.000122099,11.11111111,NA
S123,PGL,Prionace glauca,ATL_N,9,0.00018708,0.000507438,22.22222222,NA
S124,PGL,Prionace glauca,ATL_N,1,0.001666834,0.001907036,100,NA
S124,PGL,Prionace glauca,ATL_N,10,0.000115891,0.000384368,9.090909091,NA
S124,PGL,Prionace glauca,ATL_N,11,6.99E-05,0.000188185,20,NA
S124,PGL,Prionace glauca,ATL_N,12,0.002044366,0.002566462,100,NA
S124,PGL,Prionace glauca,ATL_N,2,0.000665616,0.000844391,100,NA
S124,PGL,Prionace glauca,ATL_N,3,0.000910742,0.000844321,93.75,NA
S124,PGL,Prionace glauca,ATL_N,4,0.000395159,0.000670879,93.33333333,NA
S124,PGL,Prionace glauca,ATL_N,5,0.000620727,0.001500473,73.91304348,NA
S124,PGL,Prionace glauca,ATL_N,6,0.000273684,0.000313013,75,NA
S124,PGL,Prionace glauca,ATL_N,7,0.000539848,0.00068557,100,NA
S124,PGL,Prionace glauca,ATL_N,8,0.000453272,0.000635921,88.23529412,NA
S124,PGL,Prionace glauca,ATL_N,9,0.000213118,0.00055759,17.64705882,NA
S125,PGL,Prionace glauca,ATL_N,2,1.22E-05,1.62E-05,100,NA
S125,PGL,Prionace glauca,ATL_N,3,9.58E-05,6.42E-05,100,NA
S125,PGL,Prionace glauca,ATL_N,4,0.000175992,0.000139546,100,NA
S125,PGL,Prionace glauca,ATL_N,5,0.000288961,0.000283926,90,NA
S126,PGL,Prionace glauca,ATL_N,10,0.000117629,0.000150283,80,NA
S126,PGL,Prionace glauca,ATL_N,2,8.59E-06,1.11E-05,100,NA
S126,PGL,Prionace glauca,ATL_N,3,6.82E-05,5.56E-05,100,NA
S126,PGL,Prionace glauca,ATL_N,4,9.49E-05,0.000161801,75,NA
S126,PGL,Prionace glauca,ATL_N,5,0.00029355,0.000295901,100,NA
S126,PGL,Prionace glauca,ATL_N,6,0.000675918,0.000426306,100,NA
S126,PGL,Prionace glauca,ATL_N,7,0.000538475,0.000722107,88.88888889,NA
S126,PGL,Prionace glauca,ATL_N,8,0.000936874,0.001262477,100,NA
S126,PGL,Prionace glauca,ATL_N,9,0.000769968,0.000765777,100,NA
S127,PGL,Prionace glauca,ATL_N,5,7.01E-05,0.000115336,92.30769231,NA
S127,PGL,Prionace glauca,ATL_N,6,0.000702751,0.000756736,100,NA
S127,PGL,Prionace glauca,ATL_N,7,0.00020769,0.000230391,100,NA
S127,PGL,Prionace glauca,ATL_N,8,0.000304864,0.00017763,80,NA
S127,PGL,Prionace glauca,ATL_N,9,0.000228704,0.000220221,100,NA
S128,PGL,Prionace glauca,ATL_N,1,0.000101951,6.73E-06,100,NA
S128,PGL,Prionace glauca,ATL_N,2,0.000256113,0.000273035,100,NA
S128,PGL,Prionace glauca,ATL_N,4,0.0001041,9.81E-05,100,NA
S129,PGL,Prionace glauca,ATL_N,1,0.000199431,0.000193433,100,NA
S129,PGL,Prionace glauca,ATL_N,11,0.000129926,3.69E-05,100,NA
S129,PGL,Prionace glauca,ATL_N,2,7.43E-05,7.60E-05,85.71428571,NA
S129,PGL,Prionace glauca,ATL_N,3,0.000188021,0.000308062,66.66666667,NA
S129,PGL,Prionace glauca,ATL_N,4,0.000521683,0.000501524,100,NA
S130,PGL,Prionace glauca,ATL_N,1,0.000858486,0.00110664,100,NA
S130,PGL,Prionace glauca,ATL_N,11,3.09E-06,4.95E-06,50,NA
S130,PGL,Prionace glauca,ATL_N,12,3.80E-05,5.55E-05,50,NA
S131,PGL,Prionace glauca,ATL_N,10,0.00016599,0.000227122,100,NA
S131,PGL,Prionace glauca,ATL_N,11,0.000173375,0.000217027,100,NA
S132,PGL,Prionace glauca,ATL_N,1,0.000224304,0.00038347,100,NA
S132,PGL,Prionace glauca,ATL_N,10,3.52E-05,3.45E-05,100,NA
S132,PGL,Prionace glauca,ATL_N,11,0.00058314,0.000195488,100,NA
S132,PGL,Prionace glauca,ATL_N,12,0.000213877,0.000358871,100,NA
S132,PGL,Prionace glauca,ATL_N,2,0.000722308,0.00032679,100,NA
S132,PGL,Prionace glauca,ATL_N,3,0.000483222,0.000564728,100,NA
S132,PGL,Prionace glauca,ATL_N,4,0.00019073,0.000313703,46.15384615,NA
S132,PGL,Prionace glauca,ATL_N,5,0.000153872,0.000133696,80,NA
S133,PGL,Prionace glauca,ATL_N,1,0.000166916,0.000212764,90.90909091,NA
S133,PGL,Prionace glauca,ATL_N,10,1.53E-05,8.43E-06,100,NA
S133,PGL,Prionace glauca,ATL_N,11,0.000152849,0.000168427,92.30769231,NA
S133,PGL,Prionace glauca,ATL_N,12,4.49E-05,0.000126898,12.5,NA
S133,PGL,Prionace glauca,ATL_N,2,0.000428017,0.000427258,80,NA
S133,PGL,Prionace glauca,ATL_N,3,0.000156276,5.62E-05,100,NA
S134,PGL,Prionace glauca,ATL_N,1,8.96E-05,4.18E-05,100,NA
S134,PGL,Prionace glauca,ATL_N,10,2.12E-06,2.24E-06,66.66666667,NA
S134,PGL,Prionace glauca,ATL_N,11,8.49E-05,0.00010476,100,NA
S134,PGL,Prionace glauca,ATL_N,12,0.000207544,0.000158898,92.30769231,NA
S135,PGL,Prionace glauca,ATL_N,1,0.000770634,0.00112625,100,NA
S135,PGL,Prionace glauca,ATL_N,12,0.000146532,9.64E-05,100,NA
S136,PGL,Prionace glauca,ATL_N,1,0.000320685,0.000180399,100,NA
S136,PGL,Prionace glauca,ATL_N,10,0,0,0,NA
S136,PGL,Prionace glauca,ATL_N,11,0.001617202,0.003159321,72.72727273,NA
S136,PGL,Prionace glauca,ATL_N,12,0.000684837,0.001544857,80,NA
S136,PGL,Prionace glauca,ATL_N,2,0.000196852,0.000219209,66.66666667,NA
S136,PGL,Prionace glauca,ATL_N,3,1.11E-05,3.68E-05,11.11111111,NA
S136,PGL,Prionace glauca,ATL_N,4,0,0,0,NA
S136,PGL,Prionace glauca,ATL_N,5,0.000888752,0.000965701,90.90909091,NA
S136,PGL,Prionace glauca,ATL_N,6,0.002371948,0.002306732,73.68421053,NA
S136,PGL,Prionace glauca,ATL_N,7,0.000477329,0.000810645,46.66666667,NA
S136,PGL,Prionace glauca,ATL_N,8,0.000822895,0.001151239,60,NA
S136,PGL,Prionace glauca,ATL_N,9,0,0,0,NA
S137,PGL,Prionace glauca,ATL_N,10,0,NA,0,NA
S137,PGL,Prionace glauca,ATL_N,9,0.000652591,0.000673224,100,NA
S138,PGL,Prionace glauca,ATL_N,10,0.002421178,NA,100,NA
S138,PGL,Prionace glauca,ATL_N,11,0.000429689,NA,100,NA
S138,PGL,Prionace glauca,ATL_N,12,0,0,0,NA
S139,PGL,Prionace glauca,ATL_N,1,0,0,0,NA
S139,PGL,Prionace glauca,ATL_N,10,0.000621693,0.000569626,100,NA
S139,PGL,Prionace glauca,ATL_N,11,0.000312801,0.000570264,72.72727273,NA
S139,PGL,Prionace glauca,ATL_N,12,0.000916299,0.000909679,100,NA
S140,PGL,Prionace glauca,ATL_N,10,0.000878004,0.001205912,100,NA
S140,PGL,Prionace glauca,ATL_N,11,0.000391893,0.000339413,66.66666667,NA
S140,PGL,Prionace glauca,ATL_N,9,0.000241369,0.000258284,100,NA
S141,PGL,Prionace glauca,ATL_N,10,0,0,0,NA
S141,PGL,Prionace glauca,ATL_N,11,0.000124487,NA,100,NA
S141,PGL,Prionace glauca,ATL_N,9,0.000408647,0.000577914,50,NA
S142,PGL,Prionace glauca,ATL_N,10,0.000734625,0.000737089,100,NA
S142,PGL,Prionace glauca,ATL_N,11,0.000430122,0.00045414,100,NA
S143,PGL,Prionace glauca,ATL_N,10,0,0,0,NA
S143,PGL,Prionace glauca,ATL_N,9,3.65E-07,1.51E-06,5.882352941,NA
S144,PGL,Prionace glauca,ATL_N,10,2.35E-06,4.16E-06,33.33333333,NA
S144,PGL,Prionace glauca,ATL_N,11,0.000214056,0.000583692,20,NA
S144,PGL,Prionace glauca,ATL_N,9,0.000108705,0.000141628,66.66666667,NA
S145,PGL,Prionace glauca,ATL_N,11,6.05E-05,8.55E-05,50,NA
S145,PGL,Prionace glauca,ATL_N,12,0.000488621,0.000591492,100,NA
S145,PGL,Prionace glauca,ATL_N,8,7.84E-05,3.23E-05,100,NA
S145,PGL,Prionace glauca,ATL_N,9,0.001118128,0.001506976,75,NA
S146,PGL,Prionace glauca,ATL_N,10,0.00062695,0.001045655,57.14285714,NA
S146,PGL,Prionace glauca,ATL_N,11,0.000430049,0.001066714,33.33333333,NA
S146,PGL,Prionace glauca,ATL_N,9,0.000218123,0.000212615,66.66666667,NA
S147,PGL,Prionace glauca,ATL_N,10,0.000921702,0.000628522,100,NA
S147,PGL,Prionace glauca,ATL_N,11,0.000753805,0.000787164,100,NA
S148,PGL,Prionace glauca,ATL_N,10,0.000170654,0.000151885,75,NA
S148,PGL,Prionace glauca,ATL_N,11,0,0,0,NA
S149,PGL,Prionace glauca,ATL_N,10,0.000219578,0.000222008,100,NA
S150,PGL,Prionace glauca,ATL_N,10,0.000178178,0.000223194,75,NA
S151,PGL,Prionace glauca,ATL_N,10,0.000706593,0.000582599,100,NA
S152,PGL,Prionace glauca,ATL_N,10,0.000356109,0.00057974,62.5,NA
S152,PGL,Prionace glauca,ATL_N,11,0.000158386,0.000172188,75,NA
S152,PGL,Prionace glauca,ATL_N,12,0,0,0,NA
S153,PGL,Prionace glauca,ATL_N,10,0.000421692,0.000524927,100,NA
S153,PGL,Prionace glauca,ATL_N,11,0,0,0,NA
S153,PGL,Prionace glauca,ATL_N,12,9.02E-06,2.39E-05,14.28571429,NA
S154,PGL,Prionace glauca,ATL_N,10,0.000241451,0.000130496,100,NA
S155,PGL,Prionace glauca,ATL_N,10,0.00029079,0.000223855,100,NA
S155,PGL,Prionace glauca,ATL_N,11,0.00015926,0.000273257,50,NA
S156,PGL,Prionace glauca,ATL_N,10,8.10E-05,0.00015963,62.5,NA
S157,PGL,Prionace glauca,ATL_N,10,0.000133877,0.000106057,100,NA
S158,PGL,Prionace glauca,ATL_N,9,0.000624235,0.000603194,100,NA
S159,PGL,Prionace glauca,ATL_N,10,7.89E-05,0.000157241,22.22222222,NA
S159,PGL,Prionace glauca,ATL_N,11,0,0,0,NA
S159,PGL,Prionace glauca,ATL_N,12,0,0,0,NA
S159,PGL,Prionace glauca,ATL_N,9,0.00071266,0.001006883,100,NA
S160,PGL,Prionace glauca,ATL_N,10,8.93E-05,0.000204012,37.5,NA
S160,PGL,Prionace glauca,ATL_N,9,0.000804847,0.000629232,100,NA
S161,PGL,Prionace glauca,ATL_N,1,0,0,0,NA
S161,PGL,Prionace glauca,ATL_N,10,0.009489274,NA,100,NA
S161,PGL,Prionace glauca,ATL_N,11,0.000279529,0.000300709,100,NA
S161,PGL,Prionace glauca,ATL_N,9,0.003136305,NA,100,NA
S162,PGL,Prionace glauca,ATL_N,10,0.000796779,0.000705671,100,NA
S162,PGL,Prionace glauca,ATL_N,11,0.000194226,4.23E-05,100,NA
S162,PGL,Prionace glauca,ATL_N,9,0.000713629,0.000758234,100,NA
S163,PGL,Prionace glauca,ATL_N,1,5.59E-05,9.55E-05,50,NA
S163,PGL,Prionace glauca,ATL_N,10,0.000108242,0.000153078,50,NA
S163,PGL,Prionace glauca,ATL_N,11,0.000565259,0.000770665,71.42857143,NA
S163,PGL,Prionace glauca,ATL_N,12,8.33E-05,0.000142329,28.57142857,NA
S163,PGL,Prionace glauca,ATL_N,9,0.000708014,NA,100,NA
S164,PGL,Prionace glauca,ATL_N,1,0,0,0,NA
S164,PGL,Prionace glauca,ATL_N,10,0.000276649,0.000300681,66.66666667,NA
S164,PGL,Prionace glauca,ATL_N,11,0.000262517,0.000394281,50,NA
S164,PGL,Prionace glauca,ATL_N,12,0.000230452,0.000327964,50,NA
S164,PGL,Prionace glauca,ATL_N,2,0,0,0,NA
S165,PGL,Prionace glauca,ATL_N,1,4.07E-05,0.000108701,20,NA
S165,PGL,Prionace glauca,ATL_N,10,0.000140248,0.000143576,84.21052632,NA
S165,PGL,Prionace glauca,ATL_N,11,1.03E-05,2.72E-05,14.28571429,NA
S165,PGL,Prionace glauca,ATL_N,12,1.42E-05,2.68E-05,28.57142857,NA
S165,PGL,Prionace glauca,ATL_N,2,0.000381912,0.00045929,71.42857143,NA
S165,PGL,Prionace glauca,ATL_N,3,0.000964408,0.00130452,75,NA
S165,PGL,Prionace glauca,ATL_N,4,0.001732098,0.001249695,100,NA
S165,PGL,Prionace glauca,ATL_N,9,0.000127536,0.000212252,42.85714286,NA
S166,PGL,Prionace glauca,ATL_N,1,9.62E-05,0.000164423,50,NA
S166,PGL,Prionace glauca,ATL_N,10,3.02E-06,6.75E-06,20,NA
S166,PGL,Prionace glauca,ATL_N,11,4.45E-05,7.63E-05,28.57142857,NA
S166,PGL,Prionace glauca,ATL_N,12,9.01E-05,0.000131518,42.85714286,NA
S166,PGL,Prionace glauca,ATL_N,2,0.000467645,0.00046258,91.66666667,NA
S166,PGL,Prionace glauca,ATL_N,3,0.000377519,0.000900355,57.89473684,NA
S166,PGL,Prionace glauca,ATL_N,4,9.61E-06,2.35E-05,16.66666667,NA
S166,PGL,Prionace glauca,ATL_N,5,0.000607487,0.000803623,62.5,NA
S166,PGL,Prionace glauca,ATL_N,6,3.53E-05,7.32E-05,22.22222222,NA
S166,PGL,Prionace glauca,ATL_N,7,0,0,0,NA
S166,PGL,Prionace glauca,ATL_N,8,0,0,0,NA
S166,PGL,Prionace glauca,ATL_N,9,0,0,0,NA
S167,PGL,Prionace glauca,ATL_N,10,0.000226837,0.000472911,55.55555556,NA
S167,PGL,Prionace glauca,ATL_N,11,7.90E-05,0.00021172,44.44444444,NA
S167,PGL,Prionace glauca,ATL_N,12,0,NA,0,NA
S167,PGL,Prionace glauca,ATL_N,9,0,0,0,NA
S168,PGL,Prionace glauca,ATL_N,10,7.78E-05,0.000174077,20,NA
S168,PGL,Prionace glauca,ATL_N,11,0.000150106,0.000161152,75,NA
S168,PGL,Prionace glauca,ATL_N,9,4.99E-05,8.64E-05,50,NA
S169,PGL,Prionace glauca,PAC_NE,10,4.86E-05,8.42E-05,33.33333333,NA
S169,PGL,Prionace glauca,PAC_NE,11,0.000509275,0.000862666,50,NA
S169,PGL,Prionace glauca,PAC_NE,12,0,0,0,NA
S169,PGL,Prionace glauca,PAC_NE,6,0,NA,0,NA
S169,PGL,Prionace glauca,PAC_NE,7,0.000125866,0.000208769,66.66666667,NA
S169,PGL,Prionace glauca,PAC_NE,8,0,0,0,NA
S169,PGL,Prionace glauca,PAC_NE,9,0,0,0,NA
S170,PGL,Prionace glauca,PAC_NE,1,2.25E-05,9.03E-05,11.42857143,NA
S170,PGL,Prionace glauca,PAC_NE,10,0.000876129,0.002514538,33.33333333,NA
S170,PGL,Prionace glauca,PAC_NE,11,0.000201889,0.000921769,11.53846154,NA
S170,PGL,Prionace glauca,PAC_NE,12,0.000226082,0.00080519,13.95348837,NA
S170,PGL,Prionace glauca,PAC_NE,2,2.07E-05,4.72E-05,25,NA
S170,PGL,Prionace glauca,PAC_NE,3,1.76E-05,4.69E-05,14.28571429,NA
S170,PGL,Prionace glauca,PAC_NE,4,3.71E-06,2.10E-05,3.125,NA
S170,PGL,Prionace glauca,PAC_NE,5,0,0,0,NA
S170,PGL,Prionace glauca,PAC_NE,6,0,0,0,NA
S170,PGL,Prionace glauca,PAC_NE,7,0,0,0,NA
S170,PGL,Prionace glauca,PAC_NE,8,0,0,0,NA
S170,PGL,Prionace glauca,PAC_NE,9,0,0,0,NA
S171,PGL,Prionace glauca,PAC_NE,7,0,NA,0,NA
S171,PGL,Prionace glauca,PAC_NE,8,0,0,0,NA
S171,PGL,Prionace glauca,PAC_NE,9,0,NA,0,NA
S172,PGL,Prionace glauca,PAC_NE,1,0,0,0,NA
S172,PGL,Prionace glauca,PAC_NE,10,0,NA,0,NA
S172,PGL,Prionace glauca,PAC_NE,11,0,0,0,NA
S172,PGL,Prionace glauca,PAC_NE,12,0,0,0,NA
S173,PGL,Prionace glauca,PAC_NE,10,0,0,0,NA
S173,PGL,Prionace glauca,PAC_NE,11,0,0,0,NA
S173,PGL,Prionace glauca,PAC_NE,12,0,0,0,NA
S173,PGL,Prionace glauca,PAC_NE,7,0,0,0,NA
