ID,Spp,ScientificName,Region,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S1309,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1310,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1311,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1312,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1313,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1314,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1315,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1316,RTY,Rhincodon typus,PAC_NE,0,NA,0,NA
S1317,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1318,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1319,RTY,Rhincodon typus,PAC_NE,0,NA,0,NA
S1320,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1321,RTY,Rhincodon typus,PAC_NE,0,NA,0,NA
S1322,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1323,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1324,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1325,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1326,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1327,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1328,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1329,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1330,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1331,RTY,Rhincodon typus,PAC_NE,0,NA,0,NA
S1332,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1333,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1334,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1335,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1336,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1337,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1338,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1339,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1340,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1341,RTY,Rhincodon typus,PAC_NE,7.68E-07,2.30E-06,11.11111111,19.24500897
S1342,RTY,Rhincodon typus,PAC_NE,1.37E-05,4.54E-05,14.28571429,24.39750182
S1343,RTY,Rhincodon typus,AUSTRL,3.81E-06,1.62E-05,4.166666667,5.89255651
S1344,RTY,Rhincodon typus,AUSTRL,9.84E-06,3.63E-05,24.26282051,34.40636084
S1345,RTY,Rhincodon typus,AUSTRL,7.75E-06,2.05E-05,12.5,17.67766953
S1346,RTY,Rhincodon typus,AUSTRL,0,0,0,0
S1347,RTY,Rhincodon typus,AUSTRL,3.70E-06,1.41E-05,6.993006993,11.81590577
S1348,RTY,Rhincodon typus,AUSTRL,0.000147674,0.000397967,36.30952381,35.91872702
S1349,RTY,Rhincodon typus,AUSTRL,3.31E-05,6.63E-05,25,NA
S1350,RTY,Rhincodon typus,AUSTRL,0,0,0,NA
S1351,RTY,Rhincodon typus,AUSTRL,8.21E-05,0.000146648,16.66666667,28.86751346
S1352,RTY,Rhincodon typus,AUSTRL,0,NA,0,NA
S1353,RTY,Rhincodon typus,AUSTRL,0,0,0,0
S1354,RTY,Rhincodon typus,AUSTRL,5.04E-05,8.73E-05,33.33333333,NA
S1355,RTY,Rhincodon typus,AUSTRL,7.57E-06,1.31E-05,25,35.35533906
S1356,RTY,Rhincodon typus,AUSTRL,0,0,0,0
S1357,RTY,Rhincodon typus,AUSTRL,0,0,0,0
S1358,RTY,Rhincodon typus,AUSTRL,9.33E-06,3.93E-05,10.12987013,8.782012415
S1359,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1360,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1361,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1362,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1363,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1364,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1365,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1366,RTY,Rhincodon typus,OTHER,0,0,0,0
S1367,RTY,Rhincodon typus,OTHER,0,0,0,0
S1368,RTY,Rhincodon typus,OTHER,0,0,0,0
S1369,RTY,Rhincodon typus,OTHER,0,0,0,0
S1370,RTY,Rhincodon typus,OTHER,0,0,0,0
S1371,RTY,Rhincodon typus,OTHER,0,0,0,0
S1372,RTY,Rhincodon typus,OTHER,0,0,0,NA
S1373,RTY,Rhincodon typus,OTHER,0,0,0,0
S1374,RTY,Rhincodon typus,OTHER,0,0,0,0
S1375,RTY,Rhincodon typus,OTHER,0,0,0,0
S1376,RTY,Rhincodon typus,OTHER,0,0,0,0
S1377,RTY,Rhincodon typus,OTHER,0,0,0,0
S1378,RTY,Rhincodon typus,OTHER,1.59E-06,4.49E-06,8.333333333,11.78511302
S1379,RTY,Rhincodon typus,OTHER,0,0,0,0
S1380,RTY,Rhincodon typus,OTHER,0,0,0,0
S1381,RTY,Rhincodon typus,OTHER,0,0,0,0
S1382,RTY,Rhincodon typus,OTHER,0,0,0,NA
S1383,RTY,Rhincodon typus,IND_SW,1.48E-05,1.08E-05,75,NA
S1384,RTY,Rhincodon typus,IND_SW,9.23E-05,5.93E-05,100,NA
S1385,RTY,Rhincodon typus,IND_SW,0.000185274,0.000189304,50,70.71067812
S1386,RTY,Rhincodon typus,IND_SW,0.00041944,0.000811194,78.47222222,18.9927699
S1387,RTY,Rhincodon typus,IND_SW,0.000167541,9.26E-05,100,NA
S1388,RTY,Rhincodon typus,IND_SW,2.25E-05,NA,100,NA
S1389,RTY,Rhincodon typus,IND_SW,0.000623253,0.000805174,100,0
S1390,RTY,Rhincodon typus,IND_SW,0.000475017,0.000705342,87.87878788,20.99455524
S1391,RTY,Rhincodon typus,IND_SW,0.000249491,0.000243735,100,NA
S1392,RTY,Rhincodon typus,IND_SW,5.62E-05,1.63E-05,100,NA
S1393,RTY,Rhincodon typus,IND_SW,0.000284364,0.000584918,83.33333333,23.57022604
S1394,RTY,Rhincodon typus,IND_SW,0.000170302,0.000137497,100,0
S1395,RTY,Rhincodon typus,IND_SW,0.000109414,0.000150036,64.58333333,29.16666667
S1396,RTY,Rhincodon typus,IND_SW,7.69E-05,9.46E-05,100,NA
S542,CCA,Carcharodon carcharias,AUSTRL,2.20E-05,4.73E-05,41.66666667,41.94352464
S543,CCA,Carcharodon carcharias,AUSTRL,1.86E-05,4.25E-05,21.66666667,23.27373341
S544,CCA,Carcharodon carcharias,AUSTRL,0.000184111,0.000506622,24.00793651,32.78035592
S545,CCA,Carcharodon carcharias,AUSTRL,1.01E-05,2.68E-05,16.66666667,28.86751346
S546,CCA,Carcharodon carcharias,AUSTRL,6.02E-05,0.000165707,41.63059163,35.17639753
S547,CCA,Carcharodon carcharias,AUSTRL,0,0,0,0
S548,CCA,Carcharodon carcharias,AUSTRL,0,0,0,0
S549,CCA,Carcharodon carcharias,AUSTRL,6.43E-05,0.000224171,31.8452381,16.13011039
S550,CCA,Carcharodon carcharias,AUSTRL,9.13E-05,0.000219963,24.66666667,23.2856656
S551,CCA,Carcharodon carcharias,AUSTRL,0.00152057,0.007958377,26.90972222,28.1942734
S552,CCA,Carcharodon carcharias,AUSTRL,6.33E-08,4.39E-07,1.428571429,3.194382825
S553,CCA,Carcharodon carcharias,AUSTRL,2.90E-05,5.99E-05,35,47.25815626
S554,CCA,Carcharodon carcharias,ATL_N,0.000119464,0.000208968,68.33333333,20.74983266
S555,CCA,Carcharodon carcharias,ATL_N,0.000306039,0.000536975,61.11111111,38.96817315
S556,CCA,Carcharodon carcharias,ATL_N,4.49E-05,8.50E-05,50,37.26779962
S557,CCA,Carcharodon carcharias,ATL_N,1.37E-05,1.94E-05,50,70.71067812
S558,CCA,Carcharodon carcharias,ATL_N,0.000107665,0.000326541,59.375,43.05715563
S559,CCA,Carcharodon carcharias,ATL_N,0.000260279,0.001260994,37.34567901,42.56238865
S560,CCA,Carcharodon carcharias,ATL_N,0.000161374,0.000382281,36.66666667,32.14550254
S561,CCA,Carcharodon carcharias,ATL_N,8.70E-06,2.98E-05,5.555555556,13.60827635
S562,CCA,Carcharodon carcharias,ATL_N,0.000118968,0.000262031,44.44444444,43.94159985
S563,CCA,Carcharodon carcharias,ATL_N,8.67E-05,0.000164333,43.18181818,51.09004636
S564,CCA,Carcharodon carcharias,ATL_N,9.88E-05,0.000216981,64.58333333,36.02420097
S565,CCA,Carcharodon carcharias,ATL_N,0.000175463,0.000482027,44.77356014,31.20830167
S566,CCA,Carcharodon carcharias,ATL_N,0.00038562,0.00192633,44.87789872,23.86691203
S567,CCA,Carcharodon carcharias,ATL_N,9.79E-05,0.000129283,50,57.73502692
S568,CCA,Carcharodon carcharias,ATL_N,0.00045603,0.002106953,31.68354542,17.42089376
S569,CCA,Carcharodon carcharias,ATL_N,1.79E-05,4.75E-05,32.14285714,27.32049917
S570,CCA,Carcharodon carcharias,ATL_N,0.000327491,0.000828105,75,25
S571,CCA,Carcharodon carcharias,ATL_N,0.000200596,0.000381989,66.66666667,47.14045208
S572,CCA,Carcharodon carcharias,ATL_N,1.07E-05,2.73E-05,17.77777778,28.80329199
S573,CCA,Carcharodon carcharias,ATL_N,0.00023433,0.000433972,66.66666667,57.73502692
S574,CCA,Carcharodon carcharias,ATL_N,5.74E-05,0.000171029,27.42857143,21.81555334
S575,CCA,Carcharodon carcharias,ATL_N,0.000205717,0.000338077,100,0
S576,CCA,Carcharodon carcharias,ATL_N,0.000145299,0.000304797,36,36.99849847
S577,CCA,Carcharodon carcharias,ATL_N,0.000110092,0.000146526,75.89285714,20.49037438
S578,CCA,Carcharodon carcharias,ATL_N,7.48E-05,0.000229132,25.83333333,36.30503485
S579,CCA,Carcharodon carcharias,ATL_N,0.000437937,0.000540084,100,0
S580,CCA,Carcharodon carcharias,AUSTRL,7.05E-05,0.000183336,19.6969697,40.00688646
S581,CCA,Carcharodon carcharias,AUSTRL,0.000379626,0.000909289,41.875,35.49466202
S582,CCA,Carcharodon carcharias,AUSTRL,3.30E-05,6.07E-05,37.03703704,54.80980958
S583,CCA,Carcharodon carcharias,AUSTRL,0.000186857,0.000339121,54.36507937,43.13183573
S584,CCA,Carcharodon carcharias,AUSTRL,0,0,0,0
S585,CCA,Carcharodon carcharias,AUSTRL,6.18E-05,0.000163621,12.5,25
S586,CCA,Carcharodon carcharias,AUSTRL,0.000268932,0.000932148,18,24.8997992
S587,CCA,Carcharodon carcharias,AUSTRL,6.92E-05,0.000206244,9.090909091,17.52043839
S588,CCA,Carcharodon carcharias,AUSTRL,0.00024998,0.001412192,23.28778468,26.27811089
S589,CCA,Carcharodon carcharias,AUSTRL,0.000110814,0.000555351,17.86894682,23.53202633
S590,CCA,Carcharodon carcharias,AUSTRL,8.53E-05,0.000280202,14.81481481,30.55555556
S591,CCA,Carcharodon carcharias,AUSTRL,3.49E-07,1.40E-06,8.333333333,16.66666667
S592,CCA,Carcharodon carcharias,AUSTRL,0.0002066,0.000410163,42.0995671,37.93990123
S593,CCA,Carcharodon carcharias,AUSTRL,0.000249772,0.000548214,16.32653061,28.41985494
S594,CCA,Carcharodon carcharias,AUSTRL,3.11E-05,0.000106278,6.041666667,14.24711634
S595,CCA,Carcharodon carcharias,AUSTRL,0.000149517,0.000156584,54.54545455,NA
S596,CCA,Carcharodon carcharias,AUSTRL,0.000346753,0.001043343,39.72567288,40.45338523
S597,CCA,Carcharodon carcharias,AUSTRL,0.000248503,0.001555152,10.52380952,21.739021
S598,CCA,Carcharodon carcharias,AUSTRL,2.10E-05,0.000123396,6.08974359,12.25396546
S599,CCA,Carcharodon carcharias,AUSTRL,0.000207123,0.00084257,24.43609023,21.02476574
S600,CCA,Carcharodon carcharias,AUSTRL,0.000169757,0.00033372,51.53813679,35.94559007
S601,CCA,Carcharodon carcharias,AUSTRL,4.33E-05,0.000125935,12.5,35.35533906
S602,CCA,Carcharodon carcharias,AUSTRL,0.000260239,0.000466021,57.18954248,46.19162845
S603,CCA,Carcharodon carcharias,AUSTRL,9.62E-06,3.54E-05,4.761904762,8.247860988
S604,CCA,Carcharodon carcharias,AUSTRL,5.01E-06,1.29E-05,26,43.35896678
S605,CCA,Carcharodon carcharias,AUSTRL,0.000296098,0.000805402,22.68907563,40.53115785
S606,CCA,Carcharodon carcharias,AUSTRL,0.000514823,0.001130651,61.07142857,45.40632879
S607,CCA,Carcharodon carcharias,AUSTRL,3.90E-05,7.21E-05,27.02020202,39.80217765
S608,CCA,Carcharodon carcharias,AUSTRL,0.000419235,0.000796636,51.5625,51.94326403
S609,CCA,Carcharodon carcharias,IND_SW,0.001317572,0.003393969,55.28205128,29.08525785
S610,CCA,Carcharodon carcharias,IND_SW,0.000453237,0.001155692,60.06887052,35.63708279
S611,CCA,Carcharodon carcharias,IND_SW,0.002171581,0.00449795,50.5952381,36.98497079
S612,CCA,Carcharodon carcharias,IND_SW,0.000647236,0.001660662,56.23543124,43.0729559
S613,CCA,Carcharodon carcharias,IND_SW,0.00078733,0.001463618,68.18181818,40.45199175
S614,CCA,Carcharodon carcharias,IND_SW,0.000252737,0.000588911,59.67391304,10.3859819
S615,CCA,Carcharodon carcharias,IND_SW,0.001081202,0.002114397,60.60606061,43.63531144
S616,CCA,Carcharodon carcharias,IND_SW,0.001091904,0.003154847,67.36529716,27.98839332
S617,CCA,Carcharodon carcharias,IND_SW,0.000187609,0.000393524,60.21303258,41.52462268
S618,CCA,Carcharodon carcharias,IND_SW,7.68E-05,0.000180258,68.03571429,27.88078972
S619,CCA,Carcharodon carcharias,IND_SW,0.002229536,0.005860553,63.39285714,30.59721725
S620,CCA,Carcharodon carcharias,IND_SW,0.000350303,0.000551305,86.11111111,3.928371007
S621,CCA,Carcharodon carcharias,IND_SW,0.001268405,0.003421001,76.9664903,27.92212432
S622,CCA,Carcharodon carcharias,IND_SW,0.00072971,0.001509345,50,46.29100499
S623,CCA,Carcharodon carcharias,IND_SW,0.004580029,0.007461541,72.22222222,44.30533786
S624,CCA,Carcharodon carcharias,IND_SW,0.002538887,0.003671622,87.02380952,17.022977
S625,CCA,Carcharodon carcharias,IND_SW,0.000431296,0.000973442,31.94444444,32.92042237
S626,CCA,Carcharodon carcharias,IND_SW,0.002591912,0.00593189,82.73809524,24.773349
S627,CCA,Carcharodon carcharias,IND_SW,0.000447783,0.001397152,33.33333333,37.67961102
S628,CCA,Carcharodon carcharias,IND_SW,0.000727081,0.001890575,68.51398601,30.79599288
S629,CCA,Carcharodon carcharias,IND_SW,0.001268582,0.003042002,70.79781875,28.04502149
S630,CCA,Carcharodon carcharias,IND_SW,0.002478598,0.004511755,100,0
S631,CCA,Carcharodon carcharias,IND_SW,0.000678928,0.002170517,88.0952381,20.61965247
S632,CCA,Carcharodon carcharias,IND_SW,0.000348596,0.000619593,50.89245926,23.75729641
S633,CCA,Carcharodon carcharias,IND_SW,0.000172595,0.001401963,30.58244786,22.60649672
S634,CCA,Carcharodon carcharias,IND_SW,0.001271808,0.003237552,74.80085704,25.33531601
S635,CCA,Carcharodon carcharias,IND_SW,0.000195544,0.000315176,73.80952381,20.72249427
S636,CCA,Carcharodon carcharias,IND_SW,0.001459433,0.00338572,62.12433862,19.43495911
S637,CCA,Carcharodon carcharias,IND_SW,0.00165501,0.003182572,79.67261905,27.34586261
S638,CCA,Carcharodon carcharias,IND_SW,0.000384869,0.000723353,51.19047619,40.94615124
S639,CCA,Carcharodon carcharias,IND_SW,0.000777756,0.001774982,67.32336957,34.28240269
S640,CCA,Carcharodon carcharias,IND_SW,0.000278457,0.000541899,62.5,47.87135539
S641,CCA,Carcharodon carcharias,IND_SW,0.000225551,0.000736945,27.12689103,22.39130978
S642,CCA,Carcharodon carcharias,IND_SW,0.003855167,0.005908037,88.53741497,14.33353674
S643,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S644,CCA,Carcharodon carcharias,PAC_NE,8.58E-05,0.000272529,11.39455782,22.18524215
S645,CCA,Carcharodon carcharias,PAC_NE,7.80E-05,0.000342531,13.22916667,14.61433779
S646,CCA,Carcharodon carcharias,PAC_NE,6.88E-05,0.000366799,7.619047619,13.56933986
S647,CCA,Carcharodon carcharias,PAC_NE,9.93E-05,0.000371004,16.61482457,21.62163265
S648,CCA,Carcharodon carcharias,PAC_NE,6.20E-06,3.60E-05,17.94871795,40.31434668
S649,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S650,CCA,Carcharodon carcharias,PAC_NE,1.03E-05,5.57E-05,5.201465201,9.317863442
S651,CCA,Carcharodon carcharias,PAC_NE,9.24E-05,0.000273657,26.181224,28.1067992
S652,CCA,Carcharodon carcharias,PAC_NE,0.000140543,0.000331888,30.62518854,39.28859301
S653,CCA,Carcharodon carcharias,PAC_NE,9.06E-05,0.000364983,13.31453634,25.54617906
S654,CCA,Carcharodon carcharias,PAC_NE,0.000282279,0.00058961,43.61790171,41.75465943
S655,CCA,Carcharodon carcharias,PAC_NE,0.000236161,0.000771086,23.69047619,37.67313271
S656,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S657,CCA,Carcharodon carcharias,PAC_NE,0.000210711,0.000597463,36.62313542,34.60074146
S658,CCA,Carcharodon carcharias,PAC_NE,1.04E-05,6.15E-05,4.920634921,10.5247791
S659,CCA,Carcharodon carcharias,PAC_NE,0.000434153,0.001286098,37.24025974,34.39218214
S660,CCA,Carcharodon carcharias,PAC_NE,0.000187479,0.000571572,24.38016529,35.41505535
S661,CCA,Carcharodon carcharias,PAC_NE,0.000143442,0.000735112,16.95804196,27.38367249
S662,CCA,Carcharodon carcharias,PAC_NE,2.58E-05,0.000126622,6.142857143,13.6700676
S663,CCA,Carcharodon carcharias,PAC_NE,2.09E-05,0.000113147,12.26010101,17.07442077
S664,CCA,Carcharodon carcharias,PAC_NE,0.000107908,0.000428445,25.17006803,34.27957239
S665,CCA,Carcharodon carcharias,PAC_NE,3.60E-05,9.69E-05,16.25,26.38523366
S666,CCA,Carcharodon carcharias,PAC_NE,2.59E-05,0.00012171,4.50617284,7.750171466
S667,CCA,Carcharodon carcharias,PAC_NE,0.000687535,0.001744831,57.55952381,34.20169931
S668,CCA,Carcharodon carcharias,PAC_NE,6.36E-05,0.000271546,19.66575908,27.79981718
S669,CCA,Carcharodon carcharias,PAC_NE,0.000234721,0.000738507,20.63114915,30.27164155
S670,CCA,Carcharodon carcharias,PAC_NE,6.57E-05,0.000394225,4.761904762,12.59881577
S671,CCA,Carcharodon carcharias,PAC_NE,8.17E-05,0.000400242,10.55555556,16.28735024
S672,CCA,Carcharodon carcharias,PAC_NE,1.24E-05,8.24E-05,5.555555556,12.9749824
S673,CCA,Carcharodon carcharias,PAC_NE,4.59E-05,9.21E-05,25.27777778,33.67189178
S674,CCA,Carcharodon carcharias,PAC_NE,7.12E-05,0.000304895,12.12121212,17.66774662
S675,CCA,Carcharodon carcharias,PAC_NE,2.70E-05,6.27E-05,21.56084656,33.97076751
S676,CCA,Carcharodon carcharias,PAC_NE,0.000112081,0.000347703,17.27272727,24.24852617
S677,CCA,Carcharodon carcharias,PAC_NE,3.32E-05,6.05E-05,19.04761905,32.99144395
S678,CCA,Carcharodon carcharias,PAC_NE,0.000236201,0.000647165,33.05467953,29.65686853
S679,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S680,CCA,Carcharodon carcharias,PAC_NE,0,NA,0,NA
S681,CCA,Carcharodon carcharias,PAC_NE,7.27E-05,0.000243596,14.97354497,30.10797181
S682,CCA,Carcharodon carcharias,PAC_NE,0,0,0,NA
S683,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S684,CCA,Carcharodon carcharias,PAC_NE,1.99E-05,9.80E-05,4.444444444,9.9380799
S685,CCA,Carcharodon carcharias,PAC_NE,3.79E-06,2.73E-05,4.761904762,12.59881577
S686,CCA,Carcharodon carcharias,PAC_NE,5.68E-05,0.000145981,34.58333333,40.31374967
S687,CCA,Carcharodon carcharias,PAC_NE,9.93E-06,4.76E-05,1.754385965,3.038685627
S688,CCA,Carcharodon carcharias,PAC_NE,0.000153878,0.00050955,28.83156966,32.9132347
S689,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S690,CCA,Carcharodon carcharias,PAC_NE,1.88E-05,5.46E-05,8,17.88854382
S691,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S692,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S693,CCA,Carcharodon carcharias,PAC_NE,0.000379008,0.001083962,36.24741,35.7554154
S694,CCA,Carcharodon carcharias,PAC_NE,0.000218376,0.000600915,18,24.8997992
S695,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S696,CCA,Carcharodon carcharias,PAC_NE,4.39E-05,0.00014642,26.19047619,38.31780224
S697,CCA,Carcharodon carcharias,PAC_NE,0,0,0,0
S698,CCA,Carcharodon carcharias,PAC_NE,0.001311593,0.003130921,16.66666667,25.81988897
S699,CCA,Carcharodon carcharias,PAC_NE,0,0,0,NA
S700,CCA,Carcharodon carcharias,PAC_NE,0.00053988,0.001195061,18.33333333,17.07825128
S701,CCA,Carcharodon carcharias,PAC_NE,8.92E-05,0.000189814,32.14285714,37.11537445
